ticker,trade_date,open_price,high_price,low_price,close_price,adjusted_close_price,volume,daily_return,price_change,ma_7,avg_sentiment_score,news_count,market_insight,recommendation_signal,confidence_score,risk_classification
AAPL,2025-07-02,208.91000366210935,213.33999633789065,208.13999938964844,212.44000244140625,211.60052490234375,67941800,0.0222307523547522,3.529998779296875,204.19571576799663,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,22.23,MEDIUM_RISK
AAPL,2025-07-03,212.1499938964844,214.6499938964844,211.80999755859375,213.5500030517578,212.7061462402344,34955800,0.0052250075202184,1.4000091552734375,206.0885729108538,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.23,MEDIUM_RISK
AAPL,2025-07-07,212.67999267578125,216.22999572753903,208.8000030517578,209.9499969482422,209.120361328125,50229000,-0.0168579070572202,-2.7299957275390625,207.28714425223217,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,16.86,MEDIUM_RISK
AAPL,2025-07-08,210.1000061035156,211.42999267578125,208.4499969482422,210.0099945068359,209.1801300048828,42848900,0.0002857707047672,-0.0900115966796875,208.57428632463728,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,0.29,MEDIUM_RISK
AAPL,2025-07-09,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,210.30567932128903,48749400,0.0053807195484485,1.6100006103515625,210.0114288330078,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.38,MEDIUM_RISK
AAPL,2025-07-10,210.5099945068359,213.47999572753903,210.02999877929688,212.41000366210935,211.57064819335935,44443600,0.0060149866256142,1.9000091552734375,211.04571533203125,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,6.01,MEDIUM_RISK
AAPL,2025-07-11,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210935,210.32557678222656,39765800,-0.0058848452448051,0.589996337890625,211.5228576660156,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.88,MEDIUM_RISK
AAPL,2025-07-14,209.92999267578125,210.91000366210935,207.5399932861328,208.6199951171875,207.7956085205078,38840100,-0.0120288335900311,-1.30999755859375,210.9771423339844,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,12.03,MEDIUM_RISK
AAPL,2025-07-15,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,208.28369140625,42296300,0.0023487944810314,-0.1100006103515625,210.34285627092635,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,2.35,MEDIUM_RISK
AAPL,2025-07-16,210.3000030517578,212.3999938964844,208.63999938964844,210.16000366210935,209.32955932617188,47490500,0.005021295245053,-0.1399993896484375,210.37285723005024,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.02,MEDIUM_RISK
AAPL,2025-07-17,210.57000732421875,211.8000030517578,209.58999633789065,210.02000427246097,209.1901092529297,48068100,-0.000666156201032,-0.5500030517578125,210.37428719656808,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,0.67,MEDIUM_RISK
AAPL,2025-07-18,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,210.3455047607422,48974600,0.0055232281674246,0.30999755859375,210.3800005231585,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.52,MEDIUM_RISK
AAPL,2025-07-21,212.1000061035156,215.77999877929688,211.6300048828125,212.47999572753903,211.640380859375,51377400,0.0061559006385309,0.3799896240234375,210.38999938964844,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,6.16,MEDIUM_RISK
AAPL,2025-07-22,213.13999938964844,214.9499969482422,212.22999572753903,214.3999938964844,213.5527801513672,46404100,0.0090361361424691,1.2599945068359375,210.8528551374163,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,9.04,MEDIUM_RISK
AAPL,2025-07-23,215.0,215.1499938964844,212.41000366210935,214.1499938964844,213.30377197265625,46989300,-0.0011660448093142,-0.850006103515625,211.64285496303015,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,1.17,MEDIUM_RISK
AAPL,2025-07-24,213.8999938964844,215.69000244140625,213.52999877929688,213.7599945068359,212.91531372070312,46022600,-0.001821150598944,-0.1399993896484375,212.30713980538505,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,1.82,MEDIUM_RISK
AAPL,2025-07-25,214.6999969482422,215.2400054931641,213.3999938964844,213.8800048828125,213.0348358154297,40268800,0.0005614258002459,-0.8199920654296875,212.83856855119976,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,0.56,MEDIUM_RISK
AAPL,2025-07-28,214.02999877929688,214.8500061035156,213.05999755859375,214.0500030517578,213.2041778564453,37858000,0.0007948296477664,0.0200042724609375,213.4142826625279,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,0.79,MEDIUM_RISK
AAPL,2025-07-29,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246097,210.4351501464844,51411700,-0.0129876138269647,-2.9099884033203125,213.4271414620536,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,12.99,MEDIUM_RISK
AAPL,2025-07-30,211.8999938964844,212.38999938964844,207.72000122070312,209.0500030517578,208.22393798828125,45512500,-0.0105078864761138,-2.8499908447265625,212.93714250837053,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,10.51,MEDIUM_RISK
AAPL,2025-07-31,208.4900054931641,209.83999633789065,207.16000366210935,207.57000732421875,206.74978637695312,80698400,-0.0070796254768417,-0.9199981689453124,211.961430140904,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,7.08,MEDIUM_RISK
AAPL,2025-08-01,210.8699951171875,213.5800018310547,201.5,202.3800048828125,201.5803070068359,104434500,-0.0250036241184864,-8.489990234375,210.2800031389509,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,25.0,MEDIUM_RISK
AAPL,2025-08-04,204.5099945068359,207.8800048828125,201.67999267578125,203.3500061035156,202.5464630126953,75109300,0.0047929696476922,-1.1599884033203125,208.79286193847656,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,4.79,MEDIUM_RISK
AAPL,2025-08-05,203.3999938964844,205.33999633789065,202.16000366210935,202.9199981689453,202.11814880371097,44155100,-0.0021146197278765,-0.4799957275390625,207.2271466936384,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,2.11,MEDIUM_RISK
AAPL,2025-08-06,205.6300048828125,215.3800048828125,205.58999633789065,213.25,212.40733337402344,108483100,0.0509067707681243,7.6199951171875,207.11286054338728,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,40.0,HIGH_RISK
AAPL,2025-08-07,218.8800048828125,220.8500061035156,216.5800018310547,220.02999877929688,219.16053771972656,90224800,0.0317936636778282,1.149993896484375,208.36428833007812,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,31.79,MEDIUM_RISK
AAPL,2025-08-08,220.8300018310547,231.0,219.25,229.3500061035156,228.44371032714844,113854000,0.0423578938141397,8.520004272460938,211.2642887660435,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,40.0,HIGH_RISK
AAPL,2025-08-11,227.9199981689453,229.55999755859375,224.7599945068359,227.17999267578125,226.53909301757812,61806100,-0.0094615799868562,-0.7400054931640625,214.06571524483817,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,9.46,MEDIUM_RISK
AAPL,2025-08-12,228.0099945068359,230.8000030517578,227.07000732421875,229.6499938964844,229.00213623046875,55626200,0.0108724416776797,1.6399993896484375,217.96142796107705,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,10.87,MEDIUM_RISK
AAPL,2025-08-13,231.07000732421875,235.0,230.42999267578125,233.3300018310547,232.6717529296875,69878500,0.0160244199101919,2.2599945068359375,222.2442844935826,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,16.02,MEDIUM_RISK
AAPL,2025-08-14,234.05999755859375,235.1199951171875,230.8500061035156,232.77999877929688,232.1233062744141,51916300,-0.0023571895917441,-1.279998779296875,226.50999886648995,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,2.36,MEDIUM_RISK
AAPL,2025-08-15,234.0,234.27999877929688,229.33999633789065,231.58999633789065,230.93666076660156,56038700,-0.0051121335494743,-2.410003662109375,229.1299983433315,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.11,MEDIUM_RISK
AAPL,2025-08-18,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,230.23863220214844,37476200,-0.0030225698834628,-0.80999755859375,230.68142700195312,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,3.02,MEDIUM_RISK
AAPL,2025-08-19,231.27999877929688,232.8699951171875,229.3500061035156,230.55999755859375,229.90956115722656,39402600,-0.0014292599589719,-0.720001220703125,230.8542829241071,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,1.43,MEDIUM_RISK
AAPL,2025-08-20,229.97999572753903,230.47000122070312,225.77000427246097,226.0099945068359,225.3723907470703,42263900,-0.0197345727790506,-3.970001220703125,230.6871403285435,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,19.73,MEDIUM_RISK
AAPL,2025-08-21,226.27000427246097,226.52000427246097,223.77999877929688,224.8999938964844,224.26551818847656,30621200,-0.0049112899311095,-1.3700103759765625,230.0085688999721,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,4.91,MEDIUM_RISK
AAPL,2025-08-22,226.1699981689453,229.08999633789065,225.41000366210935,227.7599945068359,227.11746215820312,42477800,0.0127167660647777,1.589996337890625,229.21285356794084,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,12.72,MEDIUM_RISK
AAPL,2025-08-25,226.47999572753903,229.3000030517578,226.22999572753903,227.16000366210935,226.5191650390625,30983100,-0.0026343118159346,0.6800079345703125,228.4099971226283,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,2.63,MEDIUM_RISK
AAPL,2025-08-26,226.8699951171875,229.4900054931641,224.69000244140625,229.30999755859375,228.6630859375,54575100,0.0094646674670881,2.44000244140625,228.08428301130024,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,9.46,MEDIUM_RISK
AAPL,2025-08-27,228.61000061035156,230.8999938964844,228.2599945068359,230.4900054931641,229.83978271484375,31259500,0.0051459070565329,1.8800048828125,228.02714102608817,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.15,MEDIUM_RISK
AAPL,2025-08-28,230.82000732421875,233.41000366210935,229.33999633789065,232.55999755859375,231.90391540527344,38074700,0.008980832210059,1.739990234375,228.31285531180245,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,8.98,MEDIUM_RISK
AAPL,2025-08-29,232.5099945068359,233.3800048828125,231.3699951171875,232.13999938964844,231.485107421875,39418400,-0.0018059776976024,-0.3699951171875,229.1885702950614,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,1.81,MEDIUM_RISK
AAPL,2025-09-02,229.25,230.8500061035156,226.97000122070312,229.72000122070312,229.07192993164065,44075600,-0.0104247358288449,0.470001220703125,229.87714276994976,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,10.42,MEDIUM_RISK
AAPL,2025-09-03,237.2100067138672,238.8500061035156,234.36000061035156,238.47000122070312,237.79725646972656,66427800,0.0380898483088263,1.2599945068359375,231.40714372907365,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,38.09,MEDIUM_RISK
AAPL,2025-09-04,238.4499969482422,239.8999938964844,236.7400054931641,239.77999877929688,239.10353088378903,47549400,0.0054933431957395,1.3300018310546875,233.21000017438615,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.49,MEDIUM_RISK
AAPL,2025-09-05,240.0,241.32000732421875,238.4900054931641,239.69000244140625,239.01380920410156,54870400,-0.0003753287945149,-0.30999755859375,234.69285801478796,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,0.38,MEDIUM_RISK
AAPL,2025-09-08,239.3000030517578,240.1499938964844,236.33999633789065,237.8800048828125,237.20892333984375,48999500,-0.0075514103223234,-1.4199981689453125,235.74857221330916,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,7.55,MEDIUM_RISK
AAPL,2025-09-09,237.0,238.77999877929688,233.36000061035156,234.3500061035156,233.6888885498047,66313900,-0.0148394093948159,-2.649993896484375,236.00428771972656,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,14.84,MEDIUM_RISK
AAPL,2025-09-10,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,226.1501922607422,83440800,-0.032259494860194,-5.4000091552734375,235.24000113351005,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,32.26,MEDIUM_RISK
AAPL,2025-09-11,226.8800048828125,230.4499969482422,226.6499938964844,230.02999877929688,229.38107299804688,50208600,0.0142863688393706,3.149993896484375,235.28428649902344,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,14.29,MEDIUM_RISK
AAPL,2025-09-12,229.22000122070312,234.5099945068359,229.02000427246097,234.07000732421875,233.40968322753903,55824200,0.0175629638149852,4.850006103515625,234.6557159423828,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,17.56,MEDIUM_RISK
AAPL,2025-09-15,237.0,238.19000244140625,235.02999877929688,236.6999969482422,236.03224182128903,42699500,0.0112359103760806,-0.3000030517578125,234.2157156808036,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,11.24,MEDIUM_RISK
AAPL,2025-09-16,237.17999267578125,241.22000122070312,236.32000732421875,238.1499938964844,237.4781494140625,63421100,0.0061258849469238,0.970001220703125,233.9957144601005,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,6.13,MEDIUM_RISK
AAPL,2025-09-17,238.97000122070312,240.1000061035156,237.72999572753903,238.9900054931641,238.3157958984375,46508000,0.0035272375318422,0.0200042724609375,234.15428597586495,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,3.53,MEDIUM_RISK
AAPL,2025-09-18,239.97000122070312,241.1999969482422,236.6499938964844,237.8800048828125,237.20892333984375,44249600,-0.0046445482440198,-2.089996337890625,234.65857151576452,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,4.64,MEDIUM_RISK
AAPL,2025-09-19,241.22999572753903,246.3000030517578,240.2100067138672,245.5,244.8074188232422,163741300,0.0320329366099574,4.2700042724609375,237.33142961774553,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,32.03,MEDIUM_RISK
AAPL,2025-09-22,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,255.35755920410156,105517400,0.0430956683188008,7.7799835205078125,241.0528564453125,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,40.0,HIGH_RISK
AAPL,2025-09-23,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,253.7122344970703,60275200,-0.0064432754725202,-1.45001220703125,243.96142578125,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,6.44,MEDIUM_RISK
AAPL,2025-09-24,255.22000122070312,255.7400054931641,251.0399932861328,252.30999755859375,251.59820556640625,42303700,-0.0083323317934808,-2.910003662109375,246.19142586844308,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,8.33,MEDIUM_RISK
AAPL,2025-09-25,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,256.14532470703125,55202100,0.0180729959284897,3.659988403320313,248.86571175711495,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,18.07,MEDIUM_RISK
AAPL,2025-09-26,254.1000061035156,257.6000061035156,253.77999877929688,255.4600067138672,254.7393341064453,46076300,-0.0054891128980519,1.3600006103515625,251.21856907435827,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.49,MEDIUM_RISK
AAPL,2025-09-29,254.55999755859375,255.0,253.0099945068359,254.42999267578125,253.7122344970703,40127700,-0.0040319972246756,-0.1300048828125,253.58285304478235,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,4.03,MEDIUM_RISK
AAPL,2025-09-30,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,253.9116668701172,37704300,0.0007861188255666,-0.2299957275390625,254.88713945661272,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,0.79,MEDIUM_RISK
AAPL,2025-10-01,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,254.72933959960935,48713900,0.0032203277292754,0.410003662109375,254.7971409388951,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,3.22,MEDIUM_RISK
AAPL,2025-10-02,256.5799865722656,258.17999267578125,254.1499938964844,257.1300048828125,256.40460205078125,42630200,0.0065766606171098,0.550018310546875,255.182856968471,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,6.58,MEDIUM_RISK
AAPL,2025-10-03,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,257.2920837402344,49155600,0.003461222393182,3.3499908447265625,255.99857003348217,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,3.46,MEDIUM_RISK
AAPL,2025-10-06,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,255.9658660888672,44664100,-0.0051545873532889,-1.29998779296875,255.97285679408483,0.0,0,AAPL: No significant news coverage. Price movement driven by market factors.,HOLD_SIGNAL,5.15,MEDIUM_RISK
